nan nan
-116.000000	30.451707
-116.001714	30.453706
-116.004940	30.453706
-116.006701	30.451946
-116.009047	30.451946
-116.009928	30.451359
-116.014328	30.451359
-116.014915	30.450479
-116.015795	30.450479
-116.016675	30.451359
-116.017555	30.451359
-116.020488	30.454293
-116.020488	30.454879
-116.020782	30.455466
-116.023422	30.455466
-116.024302	30.454586
-116.024889	30.454586
-116.025475	30.454293
-116.025475	30.452533
-116.024302	30.451359
-116.022542	30.451359
-116.020488	30.449012
-116.020488	30.447546
-116.019902	30.446959
-116.019315	30.446959
-116.018728	30.446666
-116.018728	30.445785
-116.016968	30.444319
-116.016968	30.443439
-116.016675	30.442852
-116.014915	30.442852
-116.014621	30.442559
-116.014621	30.440798
-116.015501	30.439918
-116.015501	30.436691
-116.014621	30.435811
-116.014621	30.432585
-116.013741	30.431704
-116.013741	30.430824
-116.011394	30.428478
-116.011394	30.427598
-116.010514	30.426717
-116.010514	30.425837
-116.008461	30.423784
-116.006701	30.423784
-116.006407	30.423197
-116.006407	30.422610
-116.005527	30.421730
-116.005527	30.419970
-116.004647	30.419090
-116.004647	30.418210
-116.003767	30.417623
-116.003767	30.416743
-116.002887	30.415863
-116.002887	30.414983
-116.002594	30.414690
-116.001714	30.414690
-116.000000	30.412977
nan nan
-116.000000	30.359308
-116.000834	30.360419
-116.001714	30.360419
-116.002007	30.360713
-116.002007	30.361593
-116.002594	30.362179
-116.003474	30.362179
-116.006407	30.365113
-116.006407	30.365700
-116.007287	30.366580
-116.006994	30.367460
-116.006114	30.368340
-116.006407	30.370687
-116.006994	30.371567
-116.006994	30.372447
-116.007874	30.373327
-116.006701	30.374500
-116.005821	30.374500
-116.004647	30.375967
-116.004647	30.389168
-116.005527	30.390048
-116.005527	30.393275
-116.006114	30.394155
-116.006407	30.397382
-116.007287	30.398262
-116.006994	30.401782
-116.007874	30.402662
-116.007874	30.405009
-116.008754	30.405889
-116.008754	30.409116
-116.009634	30.409996
-116.009634	30.412636
-116.010514	30.413223
-116.010514	30.414983
-116.011394	30.415863
-116.011394	30.417623
-116.011981	30.418210
-116.012274	30.419970
-116.012861	30.420850
-116.012861	30.421730
-116.013741	30.422610
-116.013741	30.424077
-116.014621	30.424957
-116.014621	30.425837
-116.015501	30.426717
-116.015501	30.427598
-116.016381	30.428184
-116.016381	30.429064
-116.019902	30.432878
-116.024889	30.432878
-116.026649	30.434638
-116.027529	30.434638
-116.028409	30.435518
-116.030169	30.435518
-116.030462	30.435811
-116.030462	30.439918
-116.031342	30.440798
-116.031342	30.442559
-116.032222	30.443439
-116.032222	30.444025
-116.032809	30.444905
-116.032809	30.446666
-116.033689	30.447546
-116.033689	30.449012
-116.034569	30.449892
-116.034569	30.451653
-116.033689	30.452533
-116.034569	30.453413
-116.034569	30.456640
-116.037503	30.459573
-116.039263	30.459573
-116.040436	30.460747
-116.040436	30.461627
-116.041023	30.462213
-116.042490	30.462213
-116.043663	30.463387
-116.043663	30.466614
-116.047184	30.469841
-116.047184	30.471601
-116.048064	30.472481
-116.048064	30.476588
-116.047184	30.477468
-116.047184	30.480108
-116.048064	30.480695
-116.048064	30.487442
-116.048650	30.488322
-116.048650	30.493309
-116.048064	30.494189
-116.048064	30.496536
-116.047477	30.497122
-116.046597	30.497122
-116.044543	30.499176
-116.044543	30.504163
-116.043663	30.505043
-116.043663	30.508270
-116.043077	30.509150
-116.043077	30.514137
-116.042196	30.515017
-116.042196	30.518244
-116.041316	30.519124
-116.041316	30.520884
-116.040436	30.521764
-116.040436	30.533205
-116.039556	30.534085
-116.039556	30.537605
-116.038676	30.538192
-116.038676	30.539072
-116.037796	30.539952
-116.037796	30.541712
-116.037209	30.542592
-116.037209	30.545819
-116.036329	30.546699
-116.036329	30.550806
-116.035449	30.551686
-116.035449	30.559020
-116.034569	30.559900
-116.034569	30.562541
-116.033689	30.563421
-116.033689	30.566647
-116.032809	30.567528
-116.032809	30.571635
-116.032222	30.572515
-116.032222	30.574275
-116.033103	30.574861
-116.032222	30.575741
-116.032222	30.585716
-116.031342	30.586596
-116.031342	30.595103
-116.030462	30.595690
-116.030462	30.600090
-116.029582	30.600970
-116.029582	30.605077
-116.028702	30.605957
-116.028702	30.615931
-116.028115	30.616811
-116.027822	30.630012
-116.027235	30.630892
-116.027235	30.638226
-116.027822	30.639106
-116.027822	30.641746
-116.027235	30.642333
-116.027235	30.663161
-116.028115	30.664041
-116.027822	30.674895
-116.028702	30.675775
-116.028702	30.678416
-116.029582	30.679002
-116.029582	30.681642
-116.030462	30.682522
-116.030462	30.684869
-116.031342	30.685749
-116.031342	30.694257
-116.032222	30.694843
-116.032222	30.697484
-116.032809	30.698364
-116.032809	30.699830
-116.034569	30.701591
-116.034569	30.702471
-116.037503	30.705404
-116.039263	30.705404
-116.039556	30.705697
-116.039556	30.706578
-116.038676	30.707458
-116.038676	30.709218
-116.040730	30.711271
-116.041610	30.711271
-116.042196	30.711565
-116.042196	30.712445
-116.042490	30.713031
-116.043370	30.713031
-116.043663	30.713325
-116.043663	30.714205
-116.047184	30.717432
-116.047184	30.720952
-116.046303	30.721539
-116.046303	30.733273
-116.047184	30.734153
-116.047184	30.737380
-116.048064	30.738260
-116.048064	30.742367
-116.048650	30.743247
-116.048650	30.764075
-116.049530	30.764955
-116.049530	30.772582
-116.050410	30.773462
-116.050410	30.777569
-116.051290	30.778449
-116.051290	30.779036
-116.052171	30.779916
-116.052171	30.783436
-116.053051	30.784023
-116.053051	30.785783
-116.053931	30.786663
-116.053931	30.787543
-116.054517	30.788423
-116.054517	30.789303
-116.055397	30.789890
-116.055397	30.791650
-116.056278	30.792530
-116.056278	30.793410
-116.057158	30.794290
-116.057158	30.794877
-116.058038	30.795757
-116.058038	30.796637
-116.058918	30.797517
-116.058918	30.798397
-116.059504	30.799278
-116.059504	30.800744
-116.060384	30.801624
-116.060384	30.802504
-116.062145	30.804265
-116.062145	30.804851
-116.067132	30.810132
-116.067132	30.810718
-116.072705	30.816292
-116.073292	30.816292
-116.075052	30.818052
-116.075932	30.818052
-116.076812	30.818639
-116.077399	30.818639
-116.078279	30.819519
-116.080039	30.819519
-116.080919	30.820399
-116.083266	30.820399
-116.084146	30.821279
-116.086786	30.821279
-116.088253	30.819519
-116.089133	30.819519
-116.090013	30.818639
-116.096760	30.818639
-116.097640	30.819519
-116.099107	30.819519
-116.099987	30.820399
-116.101747	30.820399
-116.103508	30.822159
-116.104094	30.822159
-116.104974	30.822746
-116.105854	30.822746
-116.108201	30.825386
-116.109081	30.825386
-116.109961	30.826266
-116.110841	30.826266
-116.113775	30.829200
-116.113775	30.830080
-116.119055	30.835360
-116.119935	30.835360
-116.120815	30.836240
-116.121696	30.836240
-116.121989	30.836827
-116.121989	30.837414
-116.122576	30.838000
-116.123456	30.838000
-116.124922	30.839467
-116.125802	30.839467
-116.129909	30.843867
-116.130790	30.843867
-116.131376	30.844161
-116.131376	30.845041
-116.134896	30.848854
-116.135777	30.848854
-116.136363	30.849148
-116.136363	30.850028
-116.138417	30.852081
-116.139297	30.852081
-116.141644	30.854722
-116.142524	30.854722
-116.145164	30.857068
-116.145751	30.857068
-116.146631	30.857948
-116.147511	30.857948
-116.148391	30.858828
-116.149271	30.858828
-116.150151	30.859415
-116.151618	30.859415
-116.152498	30.860589
-116.153378	30.860589
-116.154258	30.861175
-116.155725	30.861175
-116.156605	30.862055
-116.161592	30.862055
-116.163352	30.860295
-116.165112	30.860295
-116.165992	30.859415
-116.170099	30.859709
-116.170686	30.860295
-116.174206	30.860295
-116.175086	30.861175
-116.175966	30.861175
-116.181246	30.866749
-116.181246	30.867629
-116.183007	30.869096
-116.183007	30.869976
-116.183300	30.870563
-116.184180	30.870563
-116.189167	30.875256
-116.190047	30.875256
-116.191807	30.877016
-116.192687	30.877016
-116.193274	30.877896
-116.195034	30.877896
-116.195914	30.878777
-116.196794	30.878777
-116.198261	30.880243
-116.199141	30.880243
-116.205302	30.886697
-116.205302	30.888457
-116.206182	30.889044
-116.206182	30.889924
-116.207062	30.890804
-116.207062	30.891684
-116.207942	30.892564
-116.207942	30.899311
